Question,Answer,Full_Text
กรณีที่ศาลมีคำสั่งให้ยกเว้นค่าธรรมเนียมศาลเฉพาะบางส่วนหรือมีคำสั่งให้ยกคำขอ หากผู้ยื่นคำขอไม่เห็นด้วย จะต้องดำเนินการอย่างไร,๑) ยื่นคำร้องขอให้พิจารณาคำขอนั้นใหม่  ๒) ยื่นอุทธรณ์คำสั่งนั้นต่อศาลปกครองสูงสุด   ทั้งนี้ เมื่อคู่กรณีใช้สิทธิตาม ๑) หรือ ๒) อย่างใดอย่างหนึ่งแล้ว จะใช้สิทธิอีกประการหนึ่งมิได้ (ข้อ ๔๑/๔ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓),"คำถาม: กรณีที่ศาลมีคำสั่งให้ยกเว้นค่าธรรมเนียมศาลเฉพาะบางส่วนหรือมีคำสั่งให้ยกคำขอ หากผู้ยื่นคำขอไม่เห็นด้วย จะต้องดำเนินการอย่างไร
คำตอบ: ๑) ยื่นคำร้องขอให้พิจารณาคำขอนั้นใหม่  ๒) ยื่นอุทธรณ์คำสั่งนั้นต่อศาลปกครองสูงสุด   ทั้งนี้ เมื่อคู่กรณีใช้สิทธิตาม ๑) หรือ ๒) อย่างใดอย่างหนึ่งแล้ว จะใช้สิทธิอีกประการหนึ่งมิได้ (ข้อ ๔๑/๔ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓)"
การยื่นอุทธรณ์คำสั่งศาลปกครองชั้นต้นที่มีคำสั่งให้ยกเว้นค่าธรรมเนียมศาลเฉพาะบางส่วนหรือคำสั่งให้ยกคำขอ ผู้ยื่นคำขอยกเว้นค่าธรรมเนียมศาลต้องอุทธรณ์ภายในระยะเวลาเท่าใด,ผู้ยื่นคำขอยกเว้นค่าธรรมเนียมศาลมีสิทธิยื่นคำร้องอุทธรณ์คำสั่งดังกล่าวต่อศาลปกครองสูงสุด ภายในกำหนดระยะเวลาสิบห้าวันนับแต่วันที่ได้รับแจ้งคำสั่ง (ข้อ ๔๑/๔ วรรคหนึ่ง แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓),"คำถาม: การยื่นอุทธรณ์คำสั่งศาลปกครองชั้นต้นที่มีคำสั่งให้ยกเว้นค่าธรรมเนียมศาลเฉพาะบางส่วนหรือคำสั่งให้ยกคำขอ ผู้ยื่นคำขอยกเว้นค่าธรรมเนียมศาลต้องอุทธรณ์ภายในระยะเวลาเท่าใด
คำตอบ: ผู้ยื่นคำขอยกเว้นค่าธรรมเนียมศาลมีสิทธิยื่นคำร้องอุทธรณ์คำสั่งดังกล่าวต่อศาลปกครองสูงสุด ภายในกำหนดระยะเวลาสิบห้าวันนับแต่วันที่ได้รับแจ้งคำสั่ง (ข้อ ๔๑/๔ วรรคหนึ่ง แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓)"
การร้องสอดในคดีปกครองคืออะไร,การร้องสอด คือ การที่บุคคลภายนอกซึ่งมิได้เป็นคู่กรณีในศาลปกครองมาแต่แรก ได้เข้ามาเป็นคู่กรณีภายหลังจากที่มีคดีอยู่ในระหว่างการพิจารณาของศาลปกครองแล้ว ทั้งนี้ มาตรา ๔๔ แห่งพระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๒ ได้กำหนดหลักเกณฑ์และวิธีการดำเนินการร้องสอดในศาลปกครองไว้ในข้อ ๗๘ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓ ซึ่งได้กำหนดให้นำความในมาตรา ๕๗ และมาตรา ๕๘ แห่งประมวลกฎหมายวิธีพิจารณาความแพ่งมาบังคับใช้โดยอนุโลม,"คำถาม: การร้องสอดในคดีปกครองคืออะไร
คำตอบ: การร้องสอด คือ การที่บุคคลภายนอกซึ่งมิได้เป็นคู่กรณีในศาลปกครองมาแต่แรก ได้เข้ามาเป็นคู่กรณีภายหลังจากที่มีคดีอยู่ในระหว่างการพิจารณาของศาลปกครองแล้ว ทั้งนี้ มาตรา ๔๔ แห่งพระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๒ ได้กำหนดหลักเกณฑ์และวิธีการดำเนินการร้องสอดในศาลปกครองไว้ในข้อ ๗๘ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓ ซึ่งได้กำหนดให้นำความในมาตรา ๕๗ และมาตรา ๕๘ แห่งประมวลกฎหมายวิธีพิจารณาความแพ่งมาบังคับใช้โดยอนุโลม"
การร้องสอดมีกี่กรณี อะไรบ้าง,การร้องสอดมี ๒ กรณี ได้แก่ การร้องสอดด้วยความสมัครใจและการร้องสอดโดยศาลมีหมายเรียกให้เข้ามาคดี,"คำถาม: การร้องสอดมีกี่กรณี อะไรบ้าง
คำตอบ: การร้องสอดมี ๒ กรณี ได้แก่ การร้องสอดด้วยความสมัครใจและการร้องสอดโดยศาลมีหมายเรียกให้เข้ามาคดี"
บุคคลทั่วไป  ข้าราชการ พนักงาน ลูกจ้างของหน่วยงานของรัฐ เป็นผู้รับมอบอำนาจให้ดำเนินคดีปกครองแทนคู่กรณีได้หรือไม่,คู่กรณีในคดีปกครองซึ่งเป็นบุคคลธรรมดา หรือนิติบุคคลอาจมอบอำนาจให้ทนายความหรือบุคคลอื่นซึ่งบรรลุนิติภาวะแล้วและมีความสามารถที่อาจดำเนินการแทนผู้มอบอำนาจได้สำหรับคู่กรณีซึ่งเป็นหน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐ อาจมอบอำนาจให้ข้าราชการ พนักงานหรือลูกจ้าง แล้วแต่กรณี ของหน่วยงานทางปกครองนั้น หรือหน่วยงานทางปกครองที่เจ้าหน้าที่ของรัฐนั้นสังกัดอยู่ หรือพนักงานอัยการฟ้องคดีหรือดำเนินคดีปกครองแทนได้ (ข้อ ๒๐ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยองค์คณะฯ พ.ศ. ๒๕๔๔),"คำถาม: บุคคลทั่วไป  ข้าราชการ พนักงาน ลูกจ้างของหน่วยงานของรัฐ เป็นผู้รับมอบอำนาจให้ดำเนินคดีปกครองแทนคู่กรณีได้หรือไม่
คำตอบ: คู่กรณีในคดีปกครองซึ่งเป็นบุคคลธรรมดา หรือนิติบุคคลอาจมอบอำนาจให้ทนายความหรือบุคคลอื่นซึ่งบรรลุนิติภาวะแล้วและมีความสามารถที่อาจดำเนินการแทนผู้มอบอำนาจได้สำหรับคู่กรณีซึ่งเป็นหน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐ อาจมอบอำนาจให้ข้าราชการ พนักงานหรือลูกจ้าง แล้วแต่กรณี ของหน่วยงานทางปกครองนั้น หรือหน่วยงานทางปกครองที่เจ้าหน้าที่ของรัฐนั้นสังกัดอยู่ หรือพนักงานอัยการฟ้องคดีหรือดำเนินคดีปกครองแทนได้ (ข้อ ๒๐ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยองค์คณะฯ พ.ศ. ๒๕๔๔)"
หนังสือมอบอำนาจให้บุคคลคนเดียวหรือหลายคนกระทำการครั้งเดียว ต้องปิดอากรแสตมป์ อย่างไร,การมอบอำนาจให้บุคคลคนเดียวหรือหลายคนกระทำการครั้งเดียว ต้องปิดอากรแสตมป์ ๑๐ บาท ผู้ที่ต้องเสียอากร คือ ผู้มอบอำนาจ ผู้ที่ต้องขีดฆ่าอากร คือ ผู้รับมอบอำนาจ  (มาตรา ๑๐๔ แห่งประมวลรัษฎากร),"คำถาม: หนังสือมอบอำนาจให้บุคคลคนเดียวหรือหลายคนกระทำการครั้งเดียว ต้องปิดอากรแสตมป์ อย่างไร
คำตอบ: การมอบอำนาจให้บุคคลคนเดียวหรือหลายคนกระทำการครั้งเดียว ต้องปิดอากรแสตมป์ ๑๐ บาท ผู้ที่ต้องเสียอากร คือ ผู้มอบอำนาจ ผู้ที่ต้องขีดฆ่าอากร คือ ผู้รับมอบอำนาจ  (มาตรา ๑๐๔ แห่งประมวลรัษฎากร)"
หนังสือมอบอำนาจให้บุคคลคนเดียวหรือหลายคนร่วมกระทำการมากกว่าครั้งเดียว ต้องปิดอากรแสตมป์จำนวนเท่าไร,การมอบอำนาจให้บุคคลคนเดียวหรือหลายคนร่วมกระทำการมากกว่าครั้งเดียว ต้องปิด อากรแสตมป์ ๓๐ บาท ผู้ที่ต้องเสียอากร คือ ผู้มอบอำนาจ ผู้ที่ต้องขีดฆ่าอากร คือ ผู้รับมอบอำนาจ (มาตรา ๑๐๔ แห่งประมวลรัษฎากร),"คำถาม: หนังสือมอบอำนาจให้บุคคลคนเดียวหรือหลายคนร่วมกระทำการมากกว่าครั้งเดียว ต้องปิดอากรแสตมป์จำนวนเท่าไร
คำตอบ: การมอบอำนาจให้บุคคลคนเดียวหรือหลายคนร่วมกระทำการมากกว่าครั้งเดียว ต้องปิด อากรแสตมป์ ๓๐ บาท ผู้ที่ต้องเสียอากร คือ ผู้มอบอำนาจ ผู้ที่ต้องขีดฆ่าอากร คือ ผู้รับมอบอำนาจ (มาตรา ๑๐๔ แห่งประมวลรัษฎากร)"
กรณีผู้มอบอำนาจมีหลายคนแต่มิได้เป็นผู้มีอำนาจร่วมกันแล้วมอบอำนาจในตราสารฉบับเดียวกัน ต้องปิดอากรแสตมป์จำนวนเท่าไร,การมอบอำนาจที่มีผู้มอบอำนาจหลายคน การปิดอากรต้องปิดอากรแสตมป์ตามรายตัว บุคคลผู้มอบคนหนึ่งเป็นเรื่องหนึ่ง (มาตรา ๑๐๘ แห่งประมวลรัษฎากร),"คำถาม: กรณีผู้มอบอำนาจมีหลายคนแต่มิได้เป็นผู้มีอำนาจร่วมกันแล้วมอบอำนาจในตราสารฉบับเดียวกัน ต้องปิดอากรแสตมป์จำนวนเท่าไร
คำตอบ: การมอบอำนาจที่มีผู้มอบอำนาจหลายคน การปิดอากรต้องปิดอากรแสตมป์ตามรายตัว บุคคลผู้มอบคนหนึ่งเป็นเรื่องหนึ่ง (มาตรา ๑๐๘ แห่งประมวลรัษฎากร)"
การมอบอำนาจของบุคคลผู้กระทำการในนามของรัฐ หรือหน่วยงานทางปกครองแล้วแต่กรณี ต้องปิดอากรแสตมป์หรือไม่,ถ้าฝ่ายที่ต้องเสียอากรเป็นรัฐบาล เจ้าพนักงานผู้กระทำงานของรัฐโดยหน้าที่ บุคคลผู้กระทำการในนามของรัฐบาล องค์การบริหารส่วนท้องถิ่น สภากาชาดไทย วัดวาอาราม และองค์การศาสนาใด ๆ ในราชอาณาจักรซึ่งเป็นนิติบุคคล อากรเป็นอันไม่ต้องเสีย แต่ข้อยกเว้นนี้มิให้ใช้แก่องค์การของรัฐบาลที่ใช้ทุนหรือทุนหมุนเวียนเพื่อประกบการพาณิชย์ หรือการพาณิชย์ซึ่งองค์การบริหารราชการส่วนท้องถิ่นเป็นผู้จัดทำ (มาตรา ๑๒๑ แห่งประมวลรัษฎากร),"คำถาม: การมอบอำนาจของบุคคลผู้กระทำการในนามของรัฐ หรือหน่วยงานทางปกครองแล้วแต่กรณี ต้องปิดอากรแสตมป์หรือไม่
คำตอบ: ถ้าฝ่ายที่ต้องเสียอากรเป็นรัฐบาล เจ้าพนักงานผู้กระทำงานของรัฐโดยหน้าที่ บุคคลผู้กระทำการในนามของรัฐบาล องค์การบริหารส่วนท้องถิ่น สภากาชาดไทย วัดวาอาราม และองค์การศาสนาใด ๆ ในราชอาณาจักรซึ่งเป็นนิติบุคคล อากรเป็นอันไม่ต้องเสีย แต่ข้อยกเว้นนี้มิให้ใช้แก่องค์การของรัฐบาลที่ใช้ทุนหรือทุนหมุนเวียนเพื่อประกบการพาณิชย์ หรือการพาณิชย์ซึ่งองค์การบริหารราชการส่วนท้องถิ่นเป็นผู้จัดทำ (มาตรา ๑๒๑ แห่งประมวลรัษฎากร)"
การมอบฉันทะให้ยื่นเอกสารหรือพยานหลักฐานต่อศาลต้องมีพยานลงลายมือชื่อรับรองกี่คน,การมอบฉันทะให้ผู้อื่นยื่นเอกสารหรือพยานหลักฐานต่อศาล ให้ทำเป็นหนังสือลงลายมือชื่อผู้มอบ ผู้รับมอบ และพยาน โดยต้องมีพยานลงลายมือชื่อรับรองเอกสารอย่างน้อยหนึ่งคน จึงจะถือว่าชอบด้วยกฎหมาย (ข้อ ๑๓ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓),"คำถาม: การมอบฉันทะให้ยื่นเอกสารหรือพยานหลักฐานต่อศาลต้องมีพยานลงลายมือชื่อรับรองกี่คน
คำตอบ: การมอบฉันทะให้ผู้อื่นยื่นเอกสารหรือพยานหลักฐานต่อศาล ให้ทำเป็นหนังสือลงลายมือชื่อผู้มอบ ผู้รับมอบ และพยาน โดยต้องมีพยานลงลายมือชื่อรับรองเอกสารอย่างน้อยหนึ่งคน จึงจะถือว่าชอบด้วยกฎหมาย (ข้อ ๑๓ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓)"
วิธีการยกเลิกการมอบอำนาจหรือถอนผู้รับมอบอำนาจในคดีปกครอง,การมอบอำนาจที่สมบูรณ์นั้นจะดำรงอยู่จนกว่าจะสิ้นสุดลงตามเงื่อนไขหรือระยะเวลาที่กำหนดหรือเมื่อมีการยกเลิกการมอบอำนาจดังกล่าว และการยกเลิกการมอบอำนาจจะต้องกระทำตามแบบที่กฎหมายกำหนดไว้เช่นเดียวกับการการมอบอำนาจด้วย ดังนั้น กรณีที่คู่กรณีฝ่ายใดประสงค์จะยกเลิกการมอบอำนาจหรือขอถอนผู้รับมอบอำนาจคนใด สามารถทำได้โดยจัดทำเป็นคำร้องขอถอนผู้รับมอบอำนาจต่อศาลปกครองที่พิจารณาคดีนั้น ทั้งนี้ คำร้องให้ทำเป็นหนังสือระบุรายละเอียดให้ครบถ้วน พร้อมทั้งแสดงเหตุผลและวัตถุประสงค์ในการขอถอนผู้รับมอบอำนาจให้ชัดแจ้ง โดยใช้ถ้อยคำสุภาพ พร้อมลงลายมือชื่อผู้ยื่นคำร้อง โดยสามารถยื่นด้วยตนเองหรือทางไปรษณีย์ลงทะเบียนก็ได้,"คำถาม: วิธีการยกเลิกการมอบอำนาจหรือถอนผู้รับมอบอำนาจในคดีปกครอง
คำตอบ: การมอบอำนาจที่สมบูรณ์นั้นจะดำรงอยู่จนกว่าจะสิ้นสุดลงตามเงื่อนไขหรือระยะเวลาที่กำหนดหรือเมื่อมีการยกเลิกการมอบอำนาจดังกล่าว และการยกเลิกการมอบอำนาจจะต้องกระทำตามแบบที่กฎหมายกำหนดไว้เช่นเดียวกับการการมอบอำนาจด้วย ดังนั้น กรณีที่คู่กรณีฝ่ายใดประสงค์จะยกเลิกการมอบอำนาจหรือขอถอนผู้รับมอบอำนาจคนใด สามารถทำได้โดยจัดทำเป็นคำร้องขอถอนผู้รับมอบอำนาจต่อศาลปกครองที่พิจารณาคดีนั้น ทั้งนี้ คำร้องให้ทำเป็นหนังสือระบุรายละเอียดให้ครบถ้วน พร้อมทั้งแสดงเหตุผลและวัตถุประสงค์ในการขอถอนผู้รับมอบอำนาจให้ชัดแจ้ง โดยใช้ถ้อยคำสุภาพ พร้อมลงลายมือชื่อผู้ยื่นคำร้อง โดยสามารถยื่นด้วยตนเองหรือทางไปรษณีย์ลงทะเบียนก็ได้"
บุคคลใดมีสิทธิยื่นคำร้องขอตรวจสำนวนคดีและขอคัดถ่ายเอกสารในสำนวนคดี,ในการตรวจดูเอกสารหลักฐานในสำนวนคดี ศาลปกครองจะอนุญาตให้เฉพาะคู่กรณีเท่านั้น ที่มีสิทธิขอตรวจดูพยานหลักฐานที่คู่กรณียื่นไว้ในสำนวนหรือที่ศาลได้มา และสามารถขอคัดสำเนาเอกสารได้ และศาลอาจส่งสำเนาให้คู่กรณี เว้นแต่มีกฎหมายคุ้มครองให้ไม่ต้องเปิดเผย หรือเป็นกรณีที่ศาลเห็นว่าจำเป็นต้องไม่เปิดเผยเพื่อมิให้เกิดความเสียหายแก่การดำเนินงานของรัฐ สำหรับบุคคลภายนอก จะต้องเป็นพยานหรือผู้มีส่วนได้เสีย และจะขอตรวจหรือคัดสำเนาได้เฉพาะในส่วนที่เกี่ยวข้องกับตนในคดีเท่านั้น (ข้อ ๑๗ และข้อ ๑๘ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓),"คำถาม: บุคคลใดมีสิทธิยื่นคำร้องขอตรวจสำนวนคดีและขอคัดถ่ายเอกสารในสำนวนคดี
คำตอบ: ในการตรวจดูเอกสารหลักฐานในสำนวนคดี ศาลปกครองจะอนุญาตให้เฉพาะคู่กรณีเท่านั้น ที่มีสิทธิขอตรวจดูพยานหลักฐานที่คู่กรณียื่นไว้ในสำนวนหรือที่ศาลได้มา และสามารถขอคัดสำเนาเอกสารได้ และศาลอาจส่งสำเนาให้คู่กรณี เว้นแต่มีกฎหมายคุ้มครองให้ไม่ต้องเปิดเผย หรือเป็นกรณีที่ศาลเห็นว่าจำเป็นต้องไม่เปิดเผยเพื่อมิให้เกิดความเสียหายแก่การดำเนินงานของรัฐ สำหรับบุคคลภายนอก จะต้องเป็นพยานหรือผู้มีส่วนได้เสีย และจะขอตรวจหรือคัดสำเนาได้เฉพาะในส่วนที่เกี่ยวข้องกับตนในคดีเท่านั้น (ข้อ ๑๗ และข้อ ๑๘ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓)"
การยื่นคำร้องขอตรวจสำนวน ผู้ยื่นต้องทำอย่างไร,ผู้ที่มีความประสงค์จะขอตรวจสำนวนคดีหรือขอคัดถ่ายเอกสารในสำนวนคดี จะต้องทำเป็น หนังสือลงลายมือชื่อ ระบุรายละเอียดหรือข้อเท็จจริง ประกอบการพิจารณา อย่างน้อยต้องได้ความว่าผู้ร้องมีฐานะใด และมีความประสงค์จะขอตรวจสำนวนคดีใด และหากประสงค์จะคัดถ่ายเอกสารในคดี จะต้องระบุชื่อเอกสาร และลำดับที่เอกสารในสำนวนคดีให้ชัดเจน เพื่อให้ศาลพิจารณาอนุญาต โดยยื่นคำร้องดังกล่าวต่อพนักงานเจ้าหน้าที่ของศาลในคดีนั้น (ข้อ ๒๐ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓),"คำถาม: การยื่นคำร้องขอตรวจสำนวน ผู้ยื่นต้องทำอย่างไร
คำตอบ: ผู้ที่มีความประสงค์จะขอตรวจสำนวนคดีหรือขอคัดถ่ายเอกสารในสำนวนคดี จะต้องทำเป็น หนังสือลงลายมือชื่อ ระบุรายละเอียดหรือข้อเท็จจริง ประกอบการพิจารณา อย่างน้อยต้องได้ความว่าผู้ร้องมีฐานะใด และมีความประสงค์จะขอตรวจสำนวนคดีใด และหากประสงค์จะคัดถ่ายเอกสารในคดี จะต้องระบุชื่อเอกสาร และลำดับที่เอกสารในสำนวนคดีให้ชัดเจน เพื่อให้ศาลพิจารณาอนุญาต โดยยื่นคำร้องดังกล่าวต่อพนักงานเจ้าหน้าที่ของศาลในคดีนั้น (ข้อ ๒๐ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓)"
เอกสารในสำนวนคดีประเภทใดที่ต้องห้ามไม่ให้คู่กรณีขอตรวจหรือคัดสำเนาเอกสาร,เอกสารที่พนักงานเจ้าหน้าที่ของศาล พนักงานคดีปกครอง ตุลาการเจ้าของสำนวน ตุลาการผู้แถลงคดี หรือ ศาลจัดทำขึ้นเพื่อใช้เป็นการภายใน ทั้งไม่อาจขอสำเนาเพื่อรับรองความถูกต้องของเอกสารได้ (ข้อ ๑๙ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓),"คำถาม: เอกสารในสำนวนคดีประเภทใดที่ต้องห้ามไม่ให้คู่กรณีขอตรวจหรือคัดสำเนาเอกสาร
คำตอบ: เอกสารที่พนักงานเจ้าหน้าที่ของศาล พนักงานคดีปกครอง ตุลาการเจ้าของสำนวน ตุลาการผู้แถลงคดี หรือ ศาลจัดทำขึ้นเพื่อใช้เป็นการภายใน ทั้งไม่อาจขอสำเนาเพื่อรับรองความถูกต้องของเอกสารได้ (ข้อ ๑๙ แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓)"
การยื่นคำร้อง ขอเปลี่ยนชื่อ ที่อยู่ ต้องดำเนินการอย่างไร,กรณีผู้ฟ้องคดี ผู้แทนผู้ฟ้องคดี ผู้ถูกฟ้องคดี ผู้รับมอบอำนาจผู้ฟ้องคดีหรือผู้ถูกฟ้องคดี หรือคู่กรณีในคดีที่อยู่ระหว่างพิจารณาของศาล หากบุคคลดังกล่าวได้มีการเปลี่ยนแปลงชื่อ ชื่อสกุล หรือที่อยู่ ในการติดต่อกับศาล สามารถทำคำร้องยื่นต่อศาลนั้นเพื่อแจ้งการเปลี่ยนแปลงข้อมูลได้ โดยผู้ร้องอาจยื่นเป็นหนังสือหรือคำเป็นคำร้อง(ค.๒) ระบุว่า คำร้องขอเปลี่ยนชื่อ ชื่อสกุล หรือที่อยู่ และระบุเลขคดี คู่กรณีในคดี พร้อมทั้งระบุชื่อ สกุล หรือที่อยู่เดิม แล้วระบุความต้องการที่จะเปลี่ยนเป็น ชื่อ ชื่อสกุลหรือที่อยู่ใหม่ โดยจะต้องแนบสำเนาพยานหลักฐาน ในกรณีเปลี่ยนชื่อ หรือ ชื่อสกุล โดยผู้ร้องจะยื่นด้วยตนเองหรือยื่นทางไปรษณีย์ลงทะเบียนก็ได้,"คำถาม: การยื่นคำร้อง ขอเปลี่ยนชื่อ ที่อยู่ ต้องดำเนินการอย่างไร
คำตอบ: กรณีผู้ฟ้องคดี ผู้แทนผู้ฟ้องคดี ผู้ถูกฟ้องคดี ผู้รับมอบอำนาจผู้ฟ้องคดีหรือผู้ถูกฟ้องคดี หรือคู่กรณีในคดีที่อยู่ระหว่างพิจารณาของศาล หากบุคคลดังกล่าวได้มีการเปลี่ยนแปลงชื่อ ชื่อสกุล หรือที่อยู่ ในการติดต่อกับศาล สามารถทำคำร้องยื่นต่อศาลนั้นเพื่อแจ้งการเปลี่ยนแปลงข้อมูลได้ โดยผู้ร้องอาจยื่นเป็นหนังสือหรือคำเป็นคำร้อง(ค.๒) ระบุว่า คำร้องขอเปลี่ยนชื่อ ชื่อสกุล หรือที่อยู่ และระบุเลขคดี คู่กรณีในคดี พร้อมทั้งระบุชื่อ สกุล หรือที่อยู่เดิม แล้วระบุความต้องการที่จะเปลี่ยนเป็น ชื่อ ชื่อสกุลหรือที่อยู่ใหม่ โดยจะต้องแนบสำเนาพยานหลักฐาน ในกรณีเปลี่ยนชื่อ หรือ ชื่อสกุล โดยผู้ร้องจะยื่นด้วยตนเองหรือยื่นทางไปรษณีย์ลงทะเบียนก็ได้"
เมื่อคู่กรณีมีความประสงค์ที่จะขอให้ศาลเรียกพยานหลักฐานเพิ่มเติมเข้ามาในคดีต้องดำเนินการอย่างไร,การขอนั้นศาลเรียกพยานหลักฐานเพิ่มเติมเข้ามาในคดี คู่กรณีต้องจัดทำเป็นคำร้องยื่นต่อศาล โดยระบุรายละเอียดแห่งคดีที่เกี่ยวข้องให้ครบถ้วน พร้อมทั้งแสดงเหตุผลหรือวัตถุประสงค์ในการขอให้ศาลเรียกพยานเพิ่มเติมเข้าในคดีดังกล่าวให้ชัดแจ้ง โดยใช้ถ้อยคำสุภาพ และลงลายมือชื่อผู้ยื่นคำร้อง โดยสามารถยื่นด้วยตนเองหรือทางไปรษณีย์ลงทะเบียน ตามข้อ ๑๓ ของระเบียบทีประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง  พ.ศ. ๒๕๔๓ ส่วนการพิจารณาว่าจะเรียกพยานหลักฐานเพิ่มเติมเข้ามาในคดีตามคำร้องนั้น เป็นดุลพินิจของศาล,"คำถาม: เมื่อคู่กรณีมีความประสงค์ที่จะขอให้ศาลเรียกพยานหลักฐานเพิ่มเติมเข้ามาในคดีต้องดำเนินการอย่างไร
คำตอบ: การขอนั้นศาลเรียกพยานหลักฐานเพิ่มเติมเข้ามาในคดี คู่กรณีต้องจัดทำเป็นคำร้องยื่นต่อศาล โดยระบุรายละเอียดแห่งคดีที่เกี่ยวข้องให้ครบถ้วน พร้อมทั้งแสดงเหตุผลหรือวัตถุประสงค์ในการขอให้ศาลเรียกพยานเพิ่มเติมเข้าในคดีดังกล่าวให้ชัดแจ้ง โดยใช้ถ้อยคำสุภาพ และลงลายมือชื่อผู้ยื่นคำร้อง โดยสามารถยื่นด้วยตนเองหรือทางไปรษณีย์ลงทะเบียน ตามข้อ ๑๓ ของระเบียบทีประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง  พ.ศ. ๒๕๔๓ ส่วนการพิจารณาว่าจะเรียกพยานหลักฐานเพิ่มเติมเข้ามาในคดีตามคำร้องนั้น เป็นดุลพินิจของศาล"
ผู้ใดบ้างเป็นผู้ที่มีสิทธิสอบถามความเคลื่อนไหวในคดี,ผู้ที่มีสิทธิสอบถามความเคลื่อนไหวในคดี ได้แก่ คู่กรณีในคดี (ผู้ฟ้องคดี ผู้ถูกฟ้องคดี ผู้ร้องสอด) ผู้รับมอบอำนาจของคู่กรณี ผู้รับมอบฉันทะของคู่กรณีในคดี และบุคคลภายนอกที่ศาลสั่งให้เป็นผู้มีส่วนได้เสียในคดีนั้น,"คำถาม: ผู้ใดบ้างเป็นผู้ที่มีสิทธิสอบถามความเคลื่อนไหวในคดี
คำตอบ: ผู้ที่มีสิทธิสอบถามความเคลื่อนไหวในคดี ได้แก่ คู่กรณีในคดี (ผู้ฟ้องคดี ผู้ถูกฟ้องคดี ผู้ร้องสอด) ผู้รับมอบอำนาจของคู่กรณี ผู้รับมอบฉันทะของคู่กรณีในคดี และบุคคลภายนอกที่ศาลสั่งให้เป็นผู้มีส่วนได้เสียในคดีนั้น"
