Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,วันและเวลา ที่ให้คำปรึกษาแนะนำ,วิธีขอรับคำปรึกษา,สถานะของผู้ขอคำปรึกษา,อาชีพ,ภูมิลำเนา (จังหวัดอื่นโปรดระบุช่องอื่นๆ),ประเภทของคดีที่ให้คำปรึกษา,"คดี
ตามมาตรา",ประเด็นที่ขอคำปรึกษา (เลือกได้หลายช่อง),ข้อเท็จจริง/ประเด็นที่ขอคำปรึกษาแนะนำ ,ผลการให้คำปรึกษาแนะนำ
2025-02-06 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ในใบคำขอมีการลงวันที่ผิดเป็น,การลงวันที่ผิดไม่มีผลกระทบต่อ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,วันที่ 31 มกราคม 2568 ซึ่งวันที่,วันยื่นคำขอ เนื่องจากศาลถือวันที่,,,,,,,,,,
,,,,,,,,ที่ถูกต้องคือ 3 มีนาคม 2568 ,ส่งเอกสารผ่านระบบอิเล็กทรอนิกส์,,,,,,,,,,
,,,,,,,,ขอสอบถามว่าการลงวันที่ผิดจะมีผลต่อ,เป็นหลัก,,,,,,,,,,
,,,,,,,,วันยื่นหรือไม่,,,,,,,,,,,
2025-02-14 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ขอสอบถามขั้นตอนการเข้าใช้งานระบบ,ได้แนะนำขั้นตอนการลงทะเบียน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,งานคดีอิเล็กทรอนิกส์ และการยื่น,และสมัครเข้าใช้งานระบบงาน,,,,,,,,,,
,,,,,,,,เอกสารหนังสือมอบอำนาจผ่านระบบ,คดีอิเล็กทรอนิกส์ พร้อมทั้งอธิบาย,,,,,,,,,,
,,,,,,,,อิเล็กทรอนิกส์,วิธีการยื่นเอกสารหนังสือมอบอำนาจ,,,,,,,,,,
,,,,,,,,,ผ่านระบบให้แก่ผู้สอบถาม,,,,,,,,,,
,,,,,,,,,เรียบร้อยแล้ว,,,,,,,,,,
2025-02-18 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลาใน,เมื่อศาลมีคำสั่งอนุญาตแล้ว ขั้นตอน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,การดำเนินการบางประการ ,ต่อไปจะเป็นการออกหมายแจ้ง,,,,,,,,,,
,,,,,,,,ขอสอบถามว่าศาลมีคำสั่งอนุญาต,คำสั่งศาลให้คู่กรณีทราบ,,,,,,,,,,
,,,,,,,,หรือไม่,,,,,,,,,,,
2025-02-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับหมาย ต.5 ทางระบบงาน,ได้ตรวจสอบในระบบงาน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,งานคดีอิเล็กทรอนิกส์ แต่ยังไม่ได้รับ,คดีอิเล็กทรอนิกส์ พบว่า ,,,,,,,,,,
,,,,,,,,เอกสารแนบซึ่งเป็นคำอุทธรณ์ ,พนักงานคดีปกครองยังไม่ได้,,,,,,,,,,
,,,,,,,,จึงขอสอบถามว่าศาลได้นำเข้าเอกสาร,ดำเนินการนำเข้าเอกสารคำอุทธรณ์,,,,,,,,,,
,,,,,,,,คำอุทธรณ์แล้วหรือไม่ ,ดังกล่าว จึงได้ดำเนินการนำเข้า,,,,,,,,,,
,,,,,,,,,เอกสารคำอุทธรณ์เข้าสู่ระบบ,,,,,,,,,,
,,,,,,,,,เรียบร้อยแล้ว,,,,,,,,,,
2025-02-28 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ผู้ขอคำปรึกษาได้สอบถามเกี่ยวกับ,ได้แนะนำขั้นตอนการยื่น,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ขั้นตอนการยื่นคำแก้อุทธรณ์ในระบบ,คำแก้อุทธรณ์ในระบบงานคดี,,,,,,,,,,
,,,,,,,,งานคดีอิเล็กทรอนิกส์,อิเล็กทรอนิกส์โดยละเอียดแก่,,,,,,,,,,
,,,,,,,,,ผู้ขอคำปรึกษาเรียบร้อยแล้ว,,,,,,,,,,
2025-03-03 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ผู้รับมอบอำนาจไม่สามารถเข้าดู,ได้ตรวจสอบในระบบพบว่า ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,สำนวนคดีในระบบงานคดี,ผู้รับมอบอำนาจได้ยื่นคำแถลง,,,,,,,,,,
,,,,,,,,อิเล็กทรอนิกส์ได้,พร้อมแนบหนังสือมอบอำนาจผ่าน,,,,,,,,,,
,,,,,,,,,ระบบอิเล็กทรอนิกส์แล้วแต่ศาล,,,,,,,,,,
,,,,,,,,,ยังไม่ได้เพิ่มรายชื่อผู้รับมอบอำนาจ,,,,,,,,,,
,,,,,,,,,เข้าสู่ระบบ จึงได้ดำเนินการเพิ่ม,,,,,,,,,,
,,,,,,,,,ข้อมูลของผู้รับมอบอำนาจใน,,,,,,,,,,
,,,,,,,,,ระบบงานคดีอิเล็กทรอนิกส์,,,,,,,,,,
,,,,,,,,,เรียบร้อยแล้ว,,,,,,,,,,
2025-03-05 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับหมาย ต.5 ทางระบบงาน,ได้ตรวจสอบแล้วพบว่า เอกสาร,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,คดีอิเล็กทรอนิกส์ แต่ยังไม่ได้รับ,คำอุทธรณ์ลงวันที่ 20 มีนาคม,,,,,,,,,,
,,,,,,,,เอกสารคำอุทธรณ์ จึงไม่สามารถ,2566 อยู่ในลำดับที่ 1 ของเอกสาร,,,,,,,,,,
,,,,,,,,เปิดดูได้,ในหน้าสำนวนคดีอิเล็กทรอนิกส์,,,,,,,,,,
,,,,,,,,,จึงได้แจ้งให้ผู้ขอคำปรึกษาเปิดดู,,,,,,,,,,
,,,,,,,,,เอกสารในระบบ,,,,,,,,,,
2025-03-11 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลาใน,ได้ประสานกับพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,การจัดทำคำแก้อุทธรณ์ลงวันที่ 26,ได้รับแจ้งว่าศาลมีคำสั่งอนุญาตตาม,,,,,,,,,,
,,,,,,,, มีนาคม 2568 ขอเรียนสอบถามว่า,คำขอดังกล่าวแล้ว และจะมีการ,,,,,,,,,,
,,,,,,,,ศาลมีคำสั่งอนุญาตหรือไม่,ส่งหมายแจ้งให้คู่กรณีทราบอีกครั้ง,,,,,,,,,,
2025-03-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ขอสอบถามขั้นตอนการลงทะเบียน,แจ้งขั้นตอนการลงทะเบียนเข้าใช้,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,การใช้งานระบบงานคดีอิเล็กทรอนิกส์,งานระบบงานคดีอิเล็กทรอนิกส์,,,,,,,,,,
,,,,,,,,และขั้นตอนการยื่นเอกสารทาง,พร้อมแนะนำวิธีการยื่นเอกสารผ่าน,,,,,,,,,,
,,,,,,,,อิเล็กทรอนิกส์,ระบบงานดังกล่าว,,,,,,,,,,
2025-03-26 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามขั้นตอนการเข้าดูหมาย,แนะนำขั้นตอนการเข้าดูหมาย,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ในระบบงานคดีอิเล็กทรอนิกส์,ในระบบงานคดีอิเล็กทรอนิกส์ ,,,,,,,,,,
,,,,,,,,,พร้อมแจ้งหมายเลขหรือลำดับหมาย,,,,,,,,,,
,,,,,,,,,ที่ต้องการเปิดดู,,,,,,,,,,
2025-03-27 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,คู่กรณีสอบถามคำสั่งศาลในกรณี,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ยื่นคำแก้อุทธรณ์ลงวันที่ 3 เมษายน ,เจ้าของสำนวน เพื่อสอบถามข้อมูล,,,,,,,,,,
,,,,,,,,2568 ซึ่งเกินระยะเวลาที่ศาลกำหนด ,และแจ้งให้ทราบภายหลัง,,,,,,,,,,
,,,,,,,,(หมายเหตุ: แจ้งคู่กรณีว่าจะสอบถาม,,,,,,,,,,,
,,,,,,,,ข้อมูลเพิ่มเติมอีกครั้งในวันถัดไป),,,,,,,,,,,
2025-03-30 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,กรณียื่นคำแก้อุทธรณ์โดยไม่ได้,แจ้งให้ทราบว่า เมื่อเอกสารถูกยื่น,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ลงลายมือชื่อ ถือว่าการยื่นถูกต้อง,ผ่านระบบอิเล็กทรอนิกส์แล้ว ถือว่า,,,,,,,,,,
,,,,,,,,หรือไม่,การยื่นได้รับการลงลายมือชื่อหรือ,,,,,,,,,,
,,,,,,,,,รับรองเอกสารนั้นแล้ว ตามกฎหมาย,,,,,,,,,,
2025-04-03 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลา,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ลงวันที่ 8 เมษายน 2568 ขอทราบว่า,แจ้งว่า ศาลมีคำสั่งอนุญาตและจะมี ,,,,,,,,,,
,,,,,,,,ศาลมีคำสั่งอย่างไร,หมายแจ้งคำสั่งเพื่อทราบต่อไป,,,,,,,,,,
2025-04-04 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลา,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ลงวันที่ 11 เมษายน 2568 ,แจ้งว่า ศาลมีคำสั่งอนุญาตและจะ ,,,,,,,,,,
,,,,,,,,ขอทราบว่าศาลมีคำสั่งอย่างไร,ออกหมายแจ้งให้คู่กรณีทราบต่อไป,,,,,,,,,,
2025-04-11 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ผู้ถูกฟ้องคดีที่ 3 ต้องการยื่น,จากการตรวจสอบพบว่า ในระบบ,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,คำแก้อุทธรณ์ในระบบ แต่ไม่พบ,ของศาลต้นทางสถานะผู้ถูกฟ้องคดี,,,,,,,,,,
,,,,,,,,สถานะผู้ถูกฟ้องคดีที่ 3 ให้เลือก,ที่ 3 ยังเป็นสถานะเดิม แต่ในระบบ,,,,,,,,,,
,,,,,,,,,ของศาลปกครองสูงสุด สถานะ,,,,,,,,,,
,,,,,,,,,ผู้ถูกฟ้องคดีที่ 3 คือ ผู้อุทธรณ์ที่ 2,,,,,,,,,,
,,,,,,,,,จึงแจ้งให้เลือกสถานะเป็นผู้อุทธรณ์,,,,,,,,,,
,,,,,,,,,ที่ 2 เพื่อยื่นคำแก้อุทธรณ์ในระบบ,,,,,,,,,,
2025-04-22 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามการยื่นคำขอขยายระยะ,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,เวลาลงวันที่ 23 เมษายน 2568 ,แจ้งว่า ศาลมีคำสั่งให้แก้ไขคำขอ,,,,,,,,,,
,,,,,,,,ศาลมีคำสั่งอย่างไร,จากสถานะผู้ถูกฟ้องคดีที่ 2 เป็น,,,,,,,,,,
,,,,,,,,,ผู้ฟ้องคดีที่ 2 และให้ยื่นคำขอใหม่,,,,,,,,,,
,,,,,,,,,อีกครั้ง พร้อมโทรแจ้งผู้เกี่ยวข้อง ,,,,,,,,,,
,,,,,,,,,เพื่อทราบแล้ว,,,,,,,,,,
2025-04-24 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามการยื่นหนังสือตอบรับ,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,การใช้ระบบงานคดีปกครอง,เพื่อตรวจสอบหนังสือมอบอำนาจ,,,,,,,,,,
,,,,,,,,ลงวันที่ 24 เมษายน 2568 และ,และเสนอให้ผู้มีอำนาจพิจารณา,,,,,,,,,,
,,,,,,,,การยื่นหนังสือมอบอำนาจช่วง,ต่อไป,,,,,,,,,,
2025-05-13 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามการยื่นคำขอขยายระยะเวลา,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ยื่นคำแก้อุทธรณ์ ฉบับลงวันที่ ,แจ้งว่า ผู้ฟ้องคดีอีกรายได้ยื่นคำแก้,,,,,,,,,,
,,,,,,,,1 พฤษภาคม 2568 ว่าศาลมีคำสั่ง,อุทธรณ์ ฉบับลงวันที่ 4 เมษายน,,,,,,,,,,
,,,,,,,,หรือไม่อย่างไร,2568 มาแล้ว ศาลจึงยังไม่มีคำสั่ง,,,,,,,,,,
,,,,,,,,,เกี่ยวกับคำขอขยายระยะเวลา,,,,,,,,,,
,,,,,,,,,ฉบับลงวันที่ 1 พฤษภาคม 2568,,,,,,,,,,
,,,,,,,,,พร้อมแจ้งให้ผู้ที่เกี่ยวข้องทราบแล้ว,,,,,,,,,,
2025-05-16 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามความคืบหน้าเกี่ยวกับการยื่น,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,คำขอขยายระยะเวลาการยื่นคำแก้,แจ้งว่า อยู่ระหว่างการมีคำสั่ง,,,,,,,,,,
,,,,,,,,อุทธรณ์ ลงวันที่ 16 พฤษภาคม 2568,ของศาล,,,,,,,,,,
,,,,,,,,2568,,,,,,,,,,,
2025-05-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,กรณีลืมรหัสผ่าน (Password) และ,สำหรับกรณีลืมรหัสผ่าน,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อีเมล จึงไม่สามารถเข้าระบบงานคดี,หรือชื่อผู้ใช้ให้ดำเนินการดังนี้,,,,,,,,,,
,,,,,,,,อิเล็กทรอนิกส์ที่เคยสมัครไว้ได้ ,- เลือกเมนู “ลืมรหัสผ่าน/ชื่อผู้ใช้”,,,,,,,,,,
,,,,,,,,ต้องดำเนินการอย่างไร,- กรอกเลขบัตรประจำตัวประชาชน ,,,,,,,,,,
,,,,,,,,,และอีเมลที่ลงทะเบียนไว้,,,,,,,,,,
,,,,,,,,,- กดค้นหา ระบบจะถามคำถาม,,,,,,,,,,
,,,,,,,,,ความปลอดภัย เช่น สีที่ชอบ ,,,,,,,,,,
,,,,,,,,,ให้ตอบตามที่เคยตั้งไว้ หากจำไม่ได้,,,,,,,,,,
,,,,,,,,,ให้กดตกลงระบบจะแสดงปุ่ม,,,,,,,,,,
,,,,,,,,,ตั้งค่ารหัสผ่านชั่วคราว ให้คลิก,,,,,,,,,,
,,,,,,,,,เพื่อกำหนดรหัสผ่านใหม่ ,,,,,,,,,,
,,,,,,,,,รหัสผ่านชั่วคราวจะถูกส่งไปยัง,,,,,,,,,,
,,,,,,,,,อีเมลที่แจ้งไว้ ให้คลิกลิงก์ในอีเมล,,,,,,,,,,
,,,,,,,,,เพื่อเข้าใช้งานระบบ,,,,,,,,,,
,,,,,,,,,กรณีลืมอีเมลที่เคยลงทะเบียนไว้ ,,,,,,,,,,
,,,,,,,,,ให้ดำเนินการดังนี้,,,,,,,,,,
,,,,,,,,,- สมัครเข้าใช้งานระบบใหม่ ,,,,,,,,,,
,,,,,,,,,โดยนำสำเนาบัตรประชาชนมา,,,,,,,,,,
,,,,,,,,,แสดงต่อเจ้าหน้าที่ศาล พร้อมเขียน,,,,,,,,,,
,,,,,,,,,คำขอแจ้งเปลี่ยนอีเมล,,,,,,,,,,
,,,,,,,,,- เจ้าหน้าที่ดำเนินการแก้ไขข้อมูล ,,,,,,,,,,
,,,,,,,,,พร้อมรับข้อมูลชื่อ และเบอร์,,,,,,,,,,
,,,,,,,,,โทรศัพท์ติดต่อ,,,,,,,,,,
2025-05-26 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ธ.19 ที่สำนักงานศาลส่งไปยัง,ได้ตรวจสอบในระบบและแจ้งข้อมูล,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ผู้เกี่ยวข้องเป็นหนังสือนำส่งของ,ดังกล่าวให้กับผู้เกี่ยวข้องทราบแล้ว,,,,,,,,,,
,,,,,,,,เอกสารรายการใด,,,,,,,,,,,
2025-05-29 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามเกี่ยวกับการยื่นคำแก้อุทธรณ์,ตรวจสอบในระบบพบว่าศาลมีคำสั่ง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ลงวันที่ 3 เมษายน 2568 ,รับคำแก้อุทธรณ์แล้ว และได้แจ้งส่ง,,,,,,,,,,
,,,,,,,,ว่ามีคำสั่งอย่างไร,คำแก้อุทธรณ์ให้ผู้อุทธรณ์ทราบเป็น,,,,,,,,,,
,,,,,,,,,ที่เรียบร้อย,,,,,,,,,,
2025-05-30 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับแจ้งจากศาลปกครองสูงสุด,ขั้นตอนการยกเลิกคำฟ้อง มีดังนี้,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,เรื่องการยื่นคำฟ้องผิดศาล จึงสอบถาม,- เข้าสู่ระบบอีเมลของผู้ยื่นคำฟ้อง,,,,,,,,,,
,,,,,,,,ว่าจะดำเนินการยกเลิกคำฟ้องที่ยื่นผิด,- ส่งอีเมลถึงศาลปกครองสูงสุด,,,,,,,,,,
,,,,,,,,อย่างไร, - ระบุข้อความขอยกเลิกคำฟ้องที่,,,,,,,,,,
,,,,,,,,,ยื่นผิด พร้อมแนบเลขรหัสคำฟ้อง,,,,,,,,,,
,,,,,,,,,ชั่วคราวที่ศาลส่งให้ศาลปกครอง,,,,,,,,,,
,,,,,,,,,สูงสุดจะดำเนินการยกเลิกรหัส,,,,,,,,,,
,,,,,,,,,คำฟ้องชั่วคราวให้,,,,,,,,,,
2025-06-05 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,สอบถามความคืบหน้าของคดีว่า,ตรวจสอบความเคลื่อนไหวของคดี,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อยู่ในขั้นตอนใดบ้าง,ในระบบ ADM CASE พบว่าอยู่ใน,,,,,,,,,,
,,,,,,,,,ขั้นตอนการออกเลขคดีแดงและแจ้ง,,,,,,,,,,
,,,,,,,,,ให้ผู้เกี่ยวข้องทราบเรียบร้อยแล้ว,,,,,,,,,,
2025-06-06 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลายื่นคำแก้,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อุทธรณ์ ลงวันที่ 21 พฤษภาคม ,เพื่อเสนอศาลทราบว่าศาลมีคำสั่ง,,,,,,,,,,
,,,,,,,,2568 อยากทราบว่า ศาลมีคำสั่ง,อนุญาตให้ขยายระยะเวลาถึงวันที่,,,,,,,,,,
,,,,,,,,อนุญาตหรือไม่อย่างไร,29 มิถุนายน 2568 ตามคำขอ,,,,,,,,,,
2025-06-12 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลายื่นคำแก้,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อุทธรณ์ ลงวันที่ 9 มิถุนายน 2568,เพื่อเสนอศาลทราบว่าศาลมีคำสั่ง,,,,,,,,,,
,,,,,,,,อยากทราบว่า ศาลมีคำสั่งอย่างไร,อนุญาตให้ขยายระยะเวลาตาม,,,,,,,,,,
,,,,,,,,,คำขอแล้ว,,,,,,,,,,
2025-06-13 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลายื่นคำแก้,ได้ประสานงานพนักงานคดีปกครอง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อุทธรณ์ ลงวันที่ 5 มิถุนายน 2568,เพื่อเสนอศาลเพื่อพิจารณาคำขอ ,,,,,,,,,,
,,,,,,,,อยากทราบว่าศาลมีคำสั่งอย่างไร,,,,,,,,,,,
2025-06-16 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำแก้อุทธรณ์ ลงวันที่ 12 ,ตรวจสอบในระบบคดีอิเล็กทรอนิกส์,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,มิถุนายน 2568 อยากทราบว่า,พบว่าศาลได้รับคำแก้อุทธรณ์,,,,,,,,,,
,,,,,,,,ศาลได้รับคำแก้อุทธรณ์แล้วหรือยัง,เรียบร้อยแล้ว เมื่อวันที่ 13 มิถุนายน,,,,,,,,,,
,,,,,,,,,2568 และได้แจ้งคู่กรณีทราบแล้ว ,,,,,,,,,,
2025-06-17 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,กรมที่ดินแจ้งว่า ศาลได้มีหมาย ต.5,ได้ประสานกลุ่มออกหมาย,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ส่งถึงผู้รับมอบอำนาจคนเก่า  ,เพื่อเพิ่มชื่อผู้รับมอบอำนาจคนใหม่,,,,,,,,,,
,,,,,,,,แต่กรมที่ดินได้ยื่นหนังสือตอบรับการ,ในระบบ และประสานพนักงานคดี,,,,,,,,,,
,,,,,,,,ใช้ระบบงานคดีปกครองอิเล็กทรอนิกส์ ,ปกครองเพื่อจัดทำหมายใหม่ส่งถึง,,,,,,,,,,
,,,,,,,,พร้อมยื่นหนังสือมอบอำนาจคนใหม่,ผู้รับมอบอำนาจคนใหม่อีกครั้ง,,,,,,,,,,
,,,,,,,,เมื่อวันที่ 24 มีนาคม 2568 ,,,,,,,,,,,
,,,,,,,,จะดำเนินการอย่างไร,,,,,,,,,,,
2025-06-20 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้เข้าระบบและเห็นเมนูหมาย ต.5 ,ตรวจสอบในระบบพบว่าคู่กรณี,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,แต่ไม่พบไฟล์ตราครุฑเมื่อคลิกดูหมาย ,ได้ใช้งานระบบอิเล็กทรอนิกส์ (e) ,,,,,,,,,,
,,,,,,,,สามารถดำเนินการอย่างไร,แต่เกิดข้อผิดพลาดจากการ,,,,,,,,,,
,,,,,,,,,ส่งหมายทางไปรษณีย์แก่คู่กรณี ,,,,,,,,,,
,,,,,,,,,จึงได้ดำเนินการจัดส่งหมายทาง,,,,,,,,,,
,,,,,,,,,ระบบ e ให้คู่กรณีใหม่อีกครั้ง และ,,,,,,,,,,
,,,,,,,,,ได้ประสานพนักงานคดีปกครอง,,,,,,,,,,
,,,,,,,,,เพื่อทราบแล้ว,,,,,,,,,,
2025-06-23 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับหมาย ธ.22 ลงวันที่ 16 ,ตรวจสอบพบว่าผู้ร่างคำแถลง,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,มิถุนายน 2568 ทางระบบ e,ยังไม่ได้กดนำเข้าสำเนาคำแถลง,,,,,,,,,,
,,,,,,,, แต่ไม่มีสำเนาคำแถลง สามารถ,ในระบบ e เพื่อแจ้งคู่กรณี จึงได้,,,,,,,,,,
,,,,,,,,ดำเนินการอย่างไร,ประสานผู้ร่างให้ดำเนินการนำเข้า,,,,,,,,,,
,,,,,,,,,คำแถลง และแจ้งคู่กรณีให้เข้าสู่,,,,,,,,,,
,,,,,,,,,ระบบเพื่อตรวจสอบเอกสารอีกครั้ง,,,,,,,,,,
2025-06-25 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับข้อความจากศาลส่งหมาย ต.11 ,ตรวจสอบพบว่าหมายแจ้ง ต.11,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ในระบบ แต่ไม่สามารถเปิดดูหมาย,เป็นหมายเชิญนัดอ่านคำสั่งของ,,,,,,,,,,
,,,,,,,,ในคดีหมายเลข คร.469/67 ได้,ศาลปกครองสูงสุดในคดีดำเลขที่,,,,,,,,,,
,,,,,,,,,422/67 ผู้รับหมายต้องเข้าไปดู,,,,,,,,,,
,,,,,,,,,หมายในคดีของศาลปกครองกลาง,,,,,,,,,,
2025-07-09 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้ยื่นคำขอขยายระยะเวลายื่นคำแก้,ตรวจสอบในระบบพบว่าศาลยังไม่มี,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,อุทธรณ์ ลงวันที่ 17 มิถุนายน 2568,คำสั่งในเรื่องดังกล่าว จึงได้แจ้ง,,,,,,,,,,
,,,,,,,,อยากทราบว่าศาลมีคำสั่งอนุญาต,พนักงานคดีปกครองเพื่อเสนอศาล,,,,,,,,,,
,,,,,,,,อนุญาตหรือไม่,และแจ้งผู้ยื่นคำขอให้เข้าสู่ระบบ,,,,,,,,,,
,,,,,,,,,เพื่อตรวจสอบคำสั่งในภายหลัง,,,,,,,,,,
2025-07-09 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,ได้รับคำสั่งศาล แต่พบว่าหนังสือคำสั่ง,"ตรวจสอบพบว่าหน้าคำสั่งที่ 2, 4 ",,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,จำนวนหน้าไม่ครบถ้วน จะดำเนินการ,และ 6 ขาดไป จึงได้แจ้งเจ้าหน้าที่,,,,,,,,,,
,,,,,,,,อย่างไร,สารบบผู้รับผิดชอบดำเนินการ,,,,,,,,,,
,,,,,,,,,สแกนเอกสารเพิ่มเติมให้ครบถ้วน,,,,,,,,,,
2025-07-09 00:00:00,โทร.021410123,บุคคลทั่วไป,,,,,ขั้นตอนปฏิบัติ/,หากต้องการยื่นคำขอขยายระยะเวลา,ตรวจสอบพบว่าผู้ยื่นคำขอเป็น,,,,,,,,,,
,โทร.021411075,,,,,,การใช้งาน,ในระบบ e ควรเลือกฐานะใดในการ,ผู้รับมอบอำนาจฝ่ายคู่กรณีใน,,,,,,,,,,
