วันและเวลา ที่ให้คำปรึกษาแนะนำ,วิธีขอรับคำปรึกษา,สถานะของผู้ขอคำปรึกษา,อาชีพ,ภูมิลำเนา (จังหวัดอื่นโปรดระบุช่องอื่นๆ),ประเภทของคดีที่ให้คำปรึกษา,คดีตามมาตรา,ประเด็นที่ขอคำปรึกษา (เลือกได้หลายช่อง),ข้อเท็จจริง/ประเด็นที่ขอคำปรึกษาแนะนำ ,ผลการให้คำปรึกษาแนะนำ
2025-01-30 09:00:00,มาด้วยตนเอง (ห้องปรึกษา 1-3),ผู้ฟ้องคดี,ไม่ระบุ,กรุงเทพมหานคร,,,กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง,      ศาลได้มีคำสั่งกำหนดให้วันที่ 31 มกราคม 2568 เป็นวันสิ้นสุดการแสวงหาข้อเท็จจริง จึงขอสอบถามเกี่ยวกับวันดังกล่าว,     คดีที่ศาลเห็นว่าการแสวงหาข้อเท็จจริงเพียงพอแล้ว ขั้นตอนต่อไปศาลจะต้องดำเนินการกำหนดวันสิ้นสุดการแสวงหาข้อเท็จจริงตาม ข้อ ๖๒ ของระเบียบที่ประชุมใหญ่ฯและจะแจ้งให้คู่กรณีทราบล่วงหน้าไม่น้อยกว่า ๑๐ วัน หากคู่กรณีจะยื่นข้อต่อสู้หรือพยานหลักฐานให้ยื่นต่อศาลภายในวันที่ศาลกำหนดเป็นวันสิ้นสุดการแสวงหาข้อเท็จจริง
2025-01-31 13:32:00,โทรศัพท์สายด่วน 1355,ผู้ฟ้องคดี,ไม่ระบุ,ไม่ทราบ / ไม่แจ้ง,,,กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง,     สอบถมาเกี่ยวกับวันนั่งพิจารณาคดี ความเห็นของตุลาการผู้แถลงคดียกฟ้อง,    แนะนำว่า วันนั่งพิจารณาคดี ตุลาการผู้แถลงคดี เสนอความเห็นต่อองค์คณะ แต่ความเห็นของตุลาการผู้แถลงคดีไม่ผูกพันธ์องค์คณะที่จะประชุมกันหลังจากมีการนั่งพิจารณาคดี ซึ่งคำพิพากษาอาจจะเหมือนหรือต่างก็ได้
2025-01-31 11:34:00,โทรศัพท์สายด่วน 1355,ผู้ถูกฟ้องคดี,ข้าราชการ/ลูกจ้าง ในหน่วยงานของรัฐ,ไม่ทราบ / ไม่แจ้ง,เหตุเดือดร้อนรำคาญ,มาตรา 9 วรรค 1 (1) คดีพิพาทเกี่ยวกับการที่หน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐ กระทำการโดยไม่ชอบด้วยกฎหมาย,"ความรู้ทั่วไปเกี่ยวกับศาลปกครอง/คดีปกครอง, กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง",ผู้ขอคำปรึกษาเป็นฝ่ายผู้ถูกฟ้องคดีที่ 1  สอบถามว่า กรณีที่ศาลมีคำสั่งเรียกให้ผู้ถูกฟ้องคดีที่ 1 ทำคำให้การเพิ่มเติมต่อศาลภายใน 15 วัน นับแต่วันที่ได้รับคำสั่ง ผู้ถูกฟ้องคดีที่ 1 สามารถขอขยายระยะเวลาการทำคำให้การเพิ่มเติมได้หรือไม่,ได้ให้คำแนะนำว่า กรณีที่ศาลมีคำสั่งเรียกให้ผู้ถูกฟ้องคดีที่ 1 ทำคำให้การเพิ่มเติมพร้อมพยานหลักฐาน รวม 2 ชุด ยื่นต่อศาลภายใน 15 วัน นับแต่วันที่ได้รับคำสั่ง หากผู้ถูกฟ้องคดีที่ 1 ไม่อาจจัดทำคำให้การเพิ่มเติมยื่นต่อศาลได้ทันภายในระยะเวลาที่ศาลกำหนด ผู้ถูกฟ้องคดีที่ 1 สามารถยื่นคำขอขยายระยะเวลาการทำคำให้การเพิ่มเติมพร้อมแสดงเหตุผลประกอบยื่นต่อศาลก่อนวันครบกำหนดระยะเวลาดังกล่าว  ซึ่งศาลมีอำนาจย่นหรือขยายระยะเวลาได้ตามความจำเป็นเพื่อประโยชน์แห่งความยุติธรรม ตามข้อ 6 แห่งระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. 2543  
2025-01-29 10:07:00,โทรศัพท์สายด่วน 1355,บุคคลทั่วไป,พนักงานรัฐวิสาหกิจ/องค์การมหาชน,ไม่ทราบ / ไม่แจ้ง,การบริหารงานบุคคล/และวินัย,มาตรา 9 วรรค 1 (1) คดีพิพาทเกี่ยวกับการที่หน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐ กระทำการโดยไม่ชอบด้วยกฎหมาย,"ความรู้ทั่วไปเกี่ยวกับศาลปกครอง/คดีปกครอง, เป็นคดีที่อยู่ในอำนาจของศาลปกครองหรือไม่",ผู้ขอคำปรึกษาเป็นพนักงานของบริษัท ปตท. จำกัด (มหาชน) ไม่พอใจผลการประเมินการปฏิบัติงาน และได้ยื่นอุทธรณ์ผลการประเมินดังกล่าวแล้ว จะสามารถฟ้องคดีต่อศาลปกครองได้เลยหรือไม่,ได้ให้คำแนะนำว่า กรณีที่ผู้ขอคำปรึกษาป็นพนักงานของบริษัท ปตท. จำกัด (มหาชน) ความสัมพันธ์ระหว่างผู้ขอคำปรึกษากับบริษัท ปตท. จำกัด (มหาชน) จึงเป็นไปตามกฎหมายว่าด้วยแรงงาน หากผู้ขอคำปรึกษาไม่พอใจผลการประเมินการปฏิบัติงาน และมีความประสงค์จะฟ้องคดีกับบริษัท ปตท. จำกัด (มหาชน) เรื่องดังกล่าวจึงไม่อยู่ในอำนาจการพิจารณาพิพากษาคดีของศาลปกครอง แต่อยู่ในอำนาจการพิจารณาพิพากษาคดีของศาลแรงงาน ตามมาตรา 9 วรรคสอง แห่งพระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. 2542 
2025-10-11 14:10:00,โทรศัพท์สายด่วน 1355,ไม่ระบุ,ไม่ระบุ,ไม่ทราบ / ไม่แจ้ง,,,"ขอความเห็นทางกฎหมาย, การอุทธรณ์คำพิพากษา/คำสั่งต่อศาลปกครองสูงสุด",ผู้ขอคำปรึกษามีความประสงค์ในการยื่นอุทธรณ์คำพิพากษาของศาลปกครองกลาง จึงขอสอบถามเกี่ยวกับการนับระยะเวลาอุทธรณ์,กระบวนการพิจารณาคดีในศาลปกครองไม่ได้มีกำหนดระยะเวลาไว้เฉพาะ จึงนำประมวลกฎหมายแพ่งและพาณิชย์มาใช้ในการนับระยะเวลา การนับระยะเวลาในกระบวนการพิจารณาคดีของพ.ร.บ.จัดตั้งศาลปกครองฯและระเบียบที่ประชุมใหญ่ฯว่าด้วยวิธีพิจารณาคดีปกครองฯนั้นไม่มีบทบัญญัติกำหนดไว้เป็นการเฉพาะ ศาลจึงนำหลักเกณฑ์การนับอายุความตามป.พ.พ. มาตรา 193/12 และมาตรา 193/13 ซึ่งเป็นหลักทั่วไปมาใช้กับการนับระยะเวลาด้วย กล่าวคือต้องอยู่ภายในบังคับของมาตรา 193/1 ถึงมาตรา 193/3 แห่งประมวลกฎหมาย ดังนั้น คู่ความในคดีปกครองจะต้องยื่นอุทธรณ์คำพิพากษาต่อศาลปกครองสูงสุดโดยผ่านศาลปกครองชั้นต้นภายใน 30 วันนับแต่วันที่มีคำพิพากษาตามาตรา 73 แห่งพรบจัดตั้งศาลปกครองฯ และถ้าวันสุดท้ายแห่งการกำหนดระยะเวลาตรงกับวันหยุดทางการตามประกาศเป็นทางการหรือตามประเพณีก็ให้นับวันเริ่มทางการใหม่ต่อจากที่หยุดทำการนั้นเป็นวันสุดท้ายของระยะเวลาด้วย มาตรา ๑๙๓/๘ แห่งประมวลกฎหมายเดียวกันกำหนดหลักเกณฑ์ในการนับอายุความ
2025-10-11 10:22:00,โทรศัพท์สายด่วน 1355,บุคคลทั่วไป,ธุรกิจส่วนตัว/ค้าขาย/รับจ้าง,,,,ขอความเห็นทางกฎหมาย,ผู้ขอคำปรึกษาเป็นผู้ประสบอุบัติเหตุทางด้านรถยนต์ของหน่วยงานท้องถิ่น ขอสอบถามว่ากรณีอุบัติเหตุดังกล่าวจะเรียกค่าขาดประโยชน์จากการขาดงานได้หรือไม่,กรณีอุบัติเหตุที่เกิดขึ้นจากการขับรถยนต์ของหน่วยงานทางปกครองส่วนท้องถิ่นเป็นการปฏิบัติหน้าที่ทั่วไปมิใช่การใช้อำนาจหน้าที่ทางปกครอง ผู้ขอคำปรึกษาจึงไม่ใช่ผู้เดือดร้อนเสียหายที่จะมีสิทธิฟ้องคดีต่อศาลปกครองตามมาตรา 42 วรรคหนึ่งพรบจัดตั้งศาลปกครองฯ  แต่เป็นคดีละเมิดที่อยู่ในอำนาจของศาลยุติธรรม ส่วนการใช้สิทธิฟ้องเรียกค่าเสียหายจากการค่าขาดประโยชน์จากการขาดงานนั้น มาตรา ๔๔๔ แห่งปพพบัญญัติว่า  ในกรณีทำให้เสียหายแก่ร่างกายหรืออนามัยนั้น ผู้ต้องเสียหายชอบที่จะได้ชดใช้ค่าใช้จ่ายอันตนต้องเสียไป และค่าเสียหายเพื่อการที่เสียความสามารถประกอบการงานสิ้นเชิงหรือแต่บางส่วน ทั้งในเวลาปัจจุบันนั้นและในเวลาอนาคตด้วย ดังนั้นผู้ขอคำปรึกษาจึงมีสิทธิเรียกเสียหายจากการค่าขาดประโยชน์จากการขาดงานได้
2025-10-11 11:00:00,มาด้วยตนเอง (ห้องปรึกษา 1-3),ผู้ฟ้องคดี,ไม่ระบุ,พระนครศรีอยุธยา,,มาตรา 9 วรรค 1 (3) คดีพิพาทเกี่ยวกับการกระทำละเมิดหรือความรับผิดอย่างอื่น,ขอความเห็นทางกฎหมาย,กรณีมีความประสงค์ฟ้องขอให้คณะอนุกรรมการให้ความช่วยเหลือประจำจังหวัดพระนครศรีอยุธยาและพิจารณาค่าตอบแทนแก่ผู้เสียหายและจำเลยในคดีอาญาจ่ายเงินค่าตอบแทนแก่ผู้เสียหายควรจะต้อง แก้ไขผู้ถูกฟ้องคดีเป็นใครบ้าง,พรบค่าตอบแทนผู้เสียหายฯ พศ 2544 กำหนดให้มีสำนักงานช่วยเหลือทางการเงินแก่ผู้เสียหายและจำเลยในคดีอาญา ทำหน้าที่บริหารจัดการและพิจารณาการกับการให้ความช่วยเหลือทางการเงินกับผู้เสียหายและจำเลยในคดีอาญา และ คณะอนุกรรมการให้ความช่วยเหลือประจำจังหวัดพระนครศรีอยุธยาและพิจารณาค่าตอบแทนแก่ผู้เสียหายและจำเลยในคดีอาญามีอำนาจหน้าที่ตามพรบในการพิจารณาอนุมติหรือไม่อนุมัต จ่ายเงินตามสิทธิที่บัญญัติไว้ในพรบ  เมื่อคณะกรรมการปฏิเสธไม่จ่ายเงินนั้นจะต้องกำหนด สำนักงานช่วยเหลือทางการเงินแก่ผู้เสียหายและจำเลยในคดีและ คณะอนุกรรมการให้ความช่วยเหลือประจำจังหวัดพระนครศรีอยุธยาและพิจารณาค่าตอบแทนแก่ผู้เสียหายและจำเลยในคดีอาญา
2025-10-11 14:30:00,มาด้วยตนเอง (ห้องปรึกษา 1-3),บุคคลทั่วไป,ไม่ระบุ,นนทบุรี,การกระทำละเมิดและความรับผิดอย่างอื่น,มาตรา 9 วรรค 1 (3) คดีพิพาทเกี่ยวกับการกระทำละเมิดหรือความรับผิดอย่างอื่น,การจัดทำคำฟ้องหรือคำร้อง และขั้นตอนที่เกี่ยวข้อง,ผู้ขอคำปรึกษาเป็นเจ้าของบ้าน  ซึ่งอยู่ในพื้นที่รับผิดชอบของเทศบาลนครปากเกร็ด ได้รับความเดือดร้อนเสียหายจากการที่เทศบาลนครปากเกร็ด ดำเนินโครงการปรับปรุงถนนลาดยาง ถนนลาดยางแอสฟัลท์ติกคอนกรีต และท่อระบายน้ำไปยังพอพักน้ำเสีย และได้มีการขุดทางระบายน้ำเพื่อวางท่อระบาย แต่ปรากฎว่าการขุดดังกล่าวทำให้รั้วพัง และทำให้ท่อประปาแตกไม่สามารถใช้น้ำเพื่อการอุปโภคบริโภคได้ จึงมีความประสงค์ฟ้องคดีต่อศาลปกครองเพื่อให้ระงับการขุดท่อและชดใช้ค่าเสียหาย,กรณีเทศบาลนครปากเกร็ดดำเนินการขุดลำรางเพื่อวางท่อระบายน้ำข้างบ้านของผู้ขอคำปรึกษาไปยังบ่อบำบัดน้ำเสีย จนเป็นเหตุให้รั้วพัง และทำให้ท่อประปาแตกไม่สามารถใช้น้ำเพื่อการอุปโภคบริโภคได้ จึงมีความประสงค์ฟ้องคดีต่อศาลปกครองเพื่อให้ระงับการขุดท่อและชดใช้ค่าเสียหายนั้นเป็น เป็นคดีพิพาทเกี่ยวกับการกระทำละเมิดจากการใช้อำนาจหน้าที่ตามกฎหมายตามมาตรา 9 วรรคหนึ่ง (3) แห่งพ.ร.บ.จัดตั้งศาลปกครองฯ ผู้ขอคำปรึกษาจะต้องยื่นคำฟ้องต่อศาลปกครองภายใน 1 ปีนับแต่วันที่รู้หรือควรรู้ถึงเหตุแห่งการฟ้องคดีตามมาตรา 51 แห่งพ.ร.บ.จัดตั้งศาลปกครองฯ  ผู้ขอคำปรึกษาจะต้องจัดทำคำฟ้องตามมาตรา 45 แห่งพ.ร.บ.ดังกล่าว โดยกำหนดให้เทศบาลนครปากเกร็ดเป็นผู้ถูกฟ้องคดี บรรยายข้อเท็จจริงที่เกิดขึ้นเพื่ออธิบายว่า มีการกำหนดแนวรั้วล้ำเข้ามาในที่ดินอย่างไร และเสียหายอย่างไร คิดเป็นคำนวณเงินค่าเสียหายเป็นเงินจำนวนเท่าใดบ้าง และกำหนดคำขอท้ายคำฟ้องขอให้ผู้ถูกฟ้องคดีดำเนินการระงับการก่อสร้างและขอให้ชดใช้ค่าเสีหายเป็นคำขอที่ศาลสามารถออกคำบังคับได้ตามมาตรา 72 วรรคหนึ่ง (3) แห่งพ.ร.บ.จัดตั้งศาลปกรคองฯ ทั้งนี้ผู้ฟ้องคดีจะต้องเสียเงินค่าธรรมเนียมศาลในอัตราร้อยละ 2 ของจำนวนทุนทรัพย์ในคดี
2024-10-15 15:22:00,โทรศัพท์สายด่วน 1355,ผู้ถูกฟ้องคดี,ข้าราชการ/ลูกจ้าง ในหน่วยงานของรัฐ,กรุงเทพมหานคร,,,กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง,ผู้ขอคำปรึกษาเป็นเป็นผู้รับมอบอำนาจผู้ถูกฟ้องคดี 1 2 และ 4 คดีนี้ ศาลมีคำสั่งรับคำฟ้องของผู้ฟ้องไว้พิจารณาและสำเนาคำฟ้องให้ผู้ถูกฟ้องทำคำให้การเพิ่มเติม เฉพาะ ผู้ถูฟ้องคดีที่ 1-3 แต่ไม่มีผู้ถูกฟ้องคดีที่ 4,กระยวนการแสวงหาข้อเท็จจริงของศาลปกครองนั้น ศาลมีอำนาจย่นหรือขยายกระบวนการแสวงหาข้อเท็จจริงในระเบียบที่ประชุมใหญ่ฯว่าด้วยวิธีพิจารณาทางปกครองได้ตามที่เห็นสมควร ดังนั้นศาลจึงสามารถให้ผู้ถูกฟ้องคดีบางรายงดการยื่นคำคู่ความในคดีได้ตามข้อ 6 แห่งระเบียบของที่ประชุมใหญ่ฯว่าด้วยวิธีพิจารณาคดีปกครองฯ
2024-10-16 09:22:00,มาด้วยตนเอง (ห้องปรึกษา 1-3),ผู้ฟ้องคดี,ไม่ระบุ,ไม่ทราบ / ไม่แจ้ง,,,กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง,ผู้ขอคำปรึกษาเป็นผู้ฟ้องคดีต่อศาลปกครองกลาง ศาลได้มีหมายแจ้งวันสิ้นสุดการแสวงหาข้อเท็จจริง สอบถามเกี่ยวขั้นเกี่ยวกับกระบวนการหลังวันสิ้นสุดการแสวงหาข้อเท็จจริง , ข้อ ๖๒ ของระเบียบที่ประชุมใหญ่ฯว่าด้วยวิธีพิจารณาคดีปกครองฯกำหนดว่า เมื่อองค์คณะได้รับสำนวนคดีจากตุลาการเจ้าของสำนวนแล้ว หากเห็นว่าไม่มีกรณีที่จะต้องแสวงหาข้อเท็จจริงเพิ่มเติม ให้ตุลาการหัวหน้าคณะมีคำสั่งกำหนดวันหนึ่งวันใดเป็นวันสิ้นสุดการแสวงหาข้อเท็จจริงในคดีนั้น วรรคสองกำหนดว่า ให้ศาลแจ้งให้คู่กรณีทราบกำหนดวันสิ้นสุดการแสวงหาข้อเท็จจริงล่วงหน้าไม่น้อยกว่าสิบวัน และวรรคสามกำหนดว่า บรรดาคำฟ้องเพิ่มเติม คำให้การ คำคัดค้านคำให้การ คำให้การเพิ่มเติม รวมทั้งพยานหลักฐานอื่น ๆ ที่ยื่นต่อศาลหลังวันสิ้นสุดการแสวงหาข้อเท็จจริง ไม่ให้ศาลรับไว้เป็นส่วนหนึ่งของสำนวนคดี และไม่ต้องส่งสำเนาให้คู่กรณีที่เกี่ยวข้อง ด้วยเหตุดังกล่าว ผู้ฟ้องคดีจะต้องรอให้ตุลาการผู้แถลงคดีทำบันทึกของตุลาการผู้แถลงคดีให้เสร็จสิ้น จากนั้นองค์คณะจึงจะนัดนั่งพิจารณาคดีครั้งแรก ซึ่งหมายแจ้งนัดนั่งพิจารณาคดีครั้งแรกนั้นจะส่งสรุปข้อเท็จจริงของตุลาการเจ้าของสำนวนและแจ้งให้ผู้ฟ้องคดีทำคำแถลงเป็นหนังสือยื่นต่อศาล และอาจมีการกำหนดวันอ่านคำพิพากษาพร้อมกับวันนั่งพิจารณาคดีครั้งแรกได้
2025-10-16 10:48:00,โทรศัพท์สายด่วน 1355,ไม่ระบุ,ไม่ระบุ,,,,กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง,ผู้ขอคำปรึกษาเป็นผู้ฟ้องคดีต่อศาลปกครองกลาง คดีนี้เข้าสู่กระบวนการแสวงหาข้อเท็จจริง ผู้ถูกฟ้องคดีได้ยื่นคำให้การต่อศาลและศาลได้ส่งสำเนาคำฟ้องให้ผู้ถูกฟ้องคดีที่ 2 เพื่อทราบ ขอสอบถามว่าผู้ฟ้องคดีจะต้องโต้แย้งคำให้การของผู้ถูกฟ้องคดีที่ 2 หรือไม่,กระบวนการแสวงหาข้อเท็จจริงนั้นเป็นกระบวนการที่ปรากฏในระเบียบที่ประชุมใหญ่ฯว่าด้วยวิธีพิจารณาคดีปกครองฯ ซึ่งกำหนดให้อำนาจศาลในการย่นหรือขยายกระบวนการพิจารณาคดีในระเบียบนี้ได้เพื่อความยุติธรรม ดังนั้น หากศาลเห็นว่าข้อเท็จจริงที่ได้รับจากคำฟ้องและคำให้การมีเพียงพอต่อศาลพิจารณาพิพากษาคดี ศาลอาจส่งสำเนาคำให้การมายังผู้ฟ้องคดีเพื่อทราบโดยที่ไม่ต้องสั่งให้ผู้ฟ้องคดีทำคำคัดค้านคำให้การโต้แย้งแต่อย่างใด  อย่างไรก็ดีไม่ตัดสิทธิผู้ฟ้องคดีที่จะคัดค้านคำให้การโดยทำเป็นคำชี้แจงเพิ่มเติมพร้อมสำเนาตามจำนวนของคู่กรณีอีกฝ่ายหนึ่งยื่นต่อศาล อย่างช้าที่สุดก่อนวันสิ้นสุดการแสวงหาข้อเท็จจริงซึ่งศาลจะแจ้งให้ทราบล่วงหน้าไม่น้อยกว่า 10 วันก่อนถึงวันดังกล่าว
2025-01-31 13:32:00,โทรศัพท์สายด่วน 1355,ผู้ฟ้องคดี,ไม่ระบุ,,,,กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง,       ถามความรู้เกี่ยวกับวันนั่งพิจารณาคดีครั้งแรก,"     แนะนำว่าในการพิจารณาคดีของศาลปกครอง กฏหมายกำหนดให้องค์คณะพิจารณาพิพากษาจัดให้มีการนั่งพิจารณาคดีอย่างน้อยหนึ่งครั้งเพื่อให้คู่กรณีมีโอกาสมาแถลงด้วยวาจาต่อหน้าองค์คณะพิจารณาพิพากษา	โดยก่อนการนั่งพิจารณาคดีครั้งแรก ศาลจะส่งสรุปข้อเท็จจริงของตุลาการเจ้าของสำนวนให้คู่กรณีทราบล่วงหน้าไม่น้อยกว่าเจ็ดวัน คู่กรณีมีสิทธิยื่นคำแถลง รวมทั้งนำพยานหลักฐานมาสืบประกอบคำแถลงดังกล่าวเพื่อยืนยันหรือหักล้างข้อเท็จจริง หรือข้อกฎหมายเพิ่มเติมต่อองค์คณะพิจารณาพิพากษาในวันนั่งพิจารณาคดี แต่จะไม่มาศาลในวันนั่งพิจารณาคดีครั้งแรกก็ได้ 
      ในวันนั่งพิจารณาคดีครั้งแรกตุลาการผู้แถลงคดีปกครองจะสรุปข้อเท็จจริง ข้อกฎหมาย และความเห็นในการวินิจฉัยคดีต่อองค์คณะพิจารณาพิพากษา ทั้งนี้ตามมาตรา ๕๙ พระราชบัญญัติ จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๒ ประกอบข้อ ๖๓ ของระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุดว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓
"
2025-10-16 10:58:00,โทรศัพท์สายด่วน 1355,บุคคลทั่วไป,ไม่ระบุ,ไม่ทราบ / ไม่แจ้ง,,,ขอความเห็นทางกฎหมาย,กรณีที่ประชาชนฟ้องหน่วยงานทางปกครองหรือเจ้าหน้าที่ของต่อศาลปกครองและต่อมา ศาลพิพากษายกฟ้อง ขอสอบถามว่าหน่วยงานรัฐจะฟ้องเรียกค่าเสียหายกับ ปปช และมีคำขอให้เสียค่าทนายหรือค่าฤชาธรรมเนียมศาลได้หรือไม่,ศาลปกครองเป็นองค์กรที่ตรวจสอบความชอบด้วยกฎหมายเกี่ยวกับการกระทำทางปกครอง ผู้มีสิทธิฟ้องคดีตามาตรา 42 แห่งพรบจัดตั้งศาลปกครองมีสิทธิยื่นฟ้องคดีต่อศาลปกครองให้ตรวจสอบการดำเนินงานของหน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐ หากหน่วยงานหรือเจ้าหน้าที่ของรัฐกระทำถูกต้องงตามกฎหมาย ศาลจะพิพากษายกฟ้อง ไม่มีบทบัญญัติกฎหมายหรือแนวปฏิบัติให้ฟ้องประชาชนที่นำคดีมาฟ้องต่อศาล และเนื่องจากคดีปกครองมุ่งพิจารณาการใช้อำนาจหน้าที่เป็นหลักแตกต่างจากคดีแพ่งที่มุ่งประสงค์ตัวบุคคลจึงทำให้การฟ้องคดีปกครองไม่ใช่การหมิ่นประมาทที่จะเรียกค่าสินไหมทดแทนได้ดังเช่นการกล่าวหาในคดีแพ่ง ดังนั้น หน่วยงานทางปกครองจึงไม่อาจฟ้องกลับประชาชนที่ใช้สิทธิฟ้องศาลปกครองได้
2025-01-31 14:45:00,มาด้วยตนเอง (ห้องปรึกษา 1-3),ผู้ถูกฟ้องคดี,ธุรกิจส่วนตัว/ค้าขาย/รับจ้าง,ไม่ทราบ / ไม่แจ้ง,,,การอุทธรณ์คำพิพากษา/คำสั่งต่อศาลปกครองสูงสุด,     ศาลพิพากษาให้ผุ้ถูกฟ้องคดีรับผิดตามสัญญา  จึงมาสอบถามการอุทธรณ์คำพิพากษา,      แนะนำว่าคำพิพากษาของศาลปกครองชั้นต้น ให้อุทธรณ์ต่อศาลปกครองสูงสุด คำอุทธรณ์ให้ยื่นต่อศาลปกครองชั้นต้นภายใน ๓๐ วันนับแต่วันที่อ่านคำพิพากษา คำอุทธรณ์ให้ทำเป็นหนังสือระบุ (๑) ชื่อผู้อุทธรณ์และคู่กรณีในอุทธรณ์	(๒) ข้อคัดค้านคำพิพากษาของศาลปกครองชั้นต้น (๓) คำขอของผู้อุทธรณ์	(๔) ลายมือชื่อผู้อุทธรณ์   ทั้งนี้ ตาม ข้อ ๑๐๐ ข้อ ๑๐๑ และข้อ ๑๐๒ ระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓ คำอุทธรณ์คำพิพากษาไม่อาจขยายระยะเวลาได้
2025-01-31 15:56:00,โทรศัพท์สายด่วน 1355,ผู้ฟ้องคดี,ไม่ระบุ,ไม่ทราบ / ไม่แจ้ง,,,การอุทธรณ์คำพิพากษา/คำสั่งต่อศาลปกครองสูงสุด,      ศาลพิพากษายกฟ้องจึงสอบถามกการอุทธรณืคำพิพากษา,   แนะนำว่า คำพิพากษาของศาลปกครองชั้นต้น ให้อุทธรณ์ต่อศาลปกครองสูงสุด คำอุทธรณ์ให้ยื่นต่อศาลปกครองชั้นต้นภายใน ๓๐ วันนับแต่วันที่อ่านคำพิพากษา คำอุทธรณ์ให้ทำเป็นหนังสือระบุ (๑) ชื่อผู้อุทธรณ์และคู่กรณีในอุทธรณ์	(๒) ข้อคัดค้านคำพิพากษาของศาลปกครองชั้นต้น (๓) คำขอของผู้อุทธรณ์	(๔) ลายมือชื่อผู้อุทธรณ์   ทั้งนี้ ตาม ข้อ ๑๐๐ ข้อ ๑๐๑ และข้อ ๑๐๒ ระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยวิธีพิจารณาคดีปกครอง พ.ศ. ๒๕๔๓ คำอุทธรณ์คำพิพากษาไม่อาจขยายระยะเวลาได้
2024-10-16 11:06:00,โทรศัพท์สายด่วน 1355,ไม่ระบุ,ไม่ระบุ,,,,การจัดทำคำฟ้องหรือคำร้อง และขั้นตอนที่เกี่ยวข้อง,ผู้ขอคำปรึกษาเป็นผู้รับมอบอำนาจของผู้ฟ้องคดี ขอสอบถามว่าผู้รับมอบจะต้องลายมือชื่อในคำฟ้องได้หรือไม่,การมอบอำนาจในคดีปกครองคือมอบอำนาจให้ดำเนินคดีแทนคู่ความในคดีปกครองและหมายความถึงให้มีอำนาจในการลงลายมือชื่อแทนผู้ฟ้องคดีในคำคู่ความ คำร้อง คำขอ คำอุทธรณ์ด้วย
2025-01-30 09:00:00,มาด้วยตนเอง (ห้องปรึกษา 1-3),ผู้ถูกฟ้องคดี,ไม่ระบุ,ไม่ทราบ / ไม่แจ้ง,,,กระบวนวิธีพิจารณาคดีปกครอง/แสวงหาข้อเท็จจริง,   สอบถามเกี่ยวกับวันสิ้นสุดการแสวงหาข้อเท็จจริง,แนะนำว่าเมื่อได้แสวงหาข้อเท็จจริงเสร็จสิ้นแล้ว ขั้นตอนต่อไปศาลจะต้องดำเนินการกำหนดวันสิ้นสุดการแสวงหาข้อเท็จจริงตาม ข้อ ๖๒ ของระเบียบที่ประชุมใหญ่ฯและจะแจ้งให้คู่กรณีทราบล่วงหน้าไม่น้อยกว่า ๑๐ วัน หากคู่กรณีจะยื่นข้อต่อสู้หรือพยานหลักฐานให้ยื่นต่อศาลภายในวันที่ศาลกำหนดเป็นวันสิ้นสุดการแสวงหาข้อเท็จจริง หากยื่นภายหลังศาลจะไม่รับเข้าเป็นเอกสารในสำนวน
